index,name,shelf,room,no,inventory,img,ref_video,text
275,폼알데하이드용액,,시약준비실,6,2,https://m.sangamall.co.kr/web/product/big/201904/ea4c0e65deb1bc178eed19fd23ad189f.jpg,,"폼알데하이드용액은 주로 방부제나 소독제로 사용되며, 강력한 항균 효과를 가진다."
276,표준완충용액 ph 11,,시약준비실,6,2,https://www.officeahn.co.kr/shopimages/officeahn/mobile/7/174517_represent?1616555807,,"표준완충용액 pH 11는 강한 염기성 용액으로, 화학 실험에서 반응의 pH를 조절하거나 유지하는 데 사용된다."
277,표준완충용액 ph 12,,시약준비실,6,1,https://cdn.imweb.me/thumbnail/20230827/24c133f3c8c2b.jpg,,"표준완충용액 pH 12는 강한 염기성 용액으로, 화학 실험에서 반응의 pH를 조절하거나 유지하는 데 사용된다."
278,표준완충용액 ph 4.01,,시약준비실,6,1,https://officeahn.co.kr/shopimages/officeahn/mobile/4/174524_represent?1616556126,,"표준완충용액 pH 4.01은 산성 용액으로, 주로 pH 측정 장비를 보정하거나 실험에서 pH를 일정하게 유지하는 데 사용된다."
279,표준완충용액 ph 7,,시약준비실,6,1,https://hssci.co.kr/web/product/medium/wq76.jpg,,"표준완충용액 pH 7은 중성 pH를 가진 용액으로, 화학 실험에서 중성 상태를 유지하기 위해 사용되며, 장비 보정에도 사용된다."
280,표준완충용액 ph 9,,시약준비실,6,1,https://cdn.imweb.me/thumbnail/20230721/6e195e75f3580.jpg,,"표준완충용액 pH 9는 약한 염기성 용액으로, 실험 중 pH를 일정하게 유지하거나 측정 장비의 보정을 위해 사용된다."
281,한천가루,,시약준비실,8,3,https://cafe24.poxo.com/ec01/hssci/w3/z2ScBTTyHtl8+qjMfluaZTu1d5DO9QWsikghlQHa2rj/2Gph8QFTY0GLWfi+T/_/web/product/small/sciencestarshop_17012.JPG,,"한천가루는 미생물 배양에 사용되는 고체 배지로, 주로 세균이나 곰팡이의 배양에 중요한 역할을 한다. 해조류에서 추출한 다당류로 이루어져 있다."
282,항생제용액,,시약준비실,8,1,https://i.namu.wiki/i/vlpYM7mmNjyE6pOF2rzT06xWYsEFjdoYgH-8tV8k3HsXD-c570a6sr-h-KSGtI5gYaCN-l53J7VUAzGQGsd13A.webp,,"항생제용액은 박테리아 성장을 억제하거나 죽이는 역할을 하며, 주로 세균 배양 실험에서 오염을 방지하기 위해 사용된다."
283,활성탄소,,시약준비실,1,1,누가 봐도 활선 아니고 활성이라서 고쳐둠 https://m.firstsci.co.kr/web/product/big/sciencestarshop_2331.JPG,,"활선탄소는 매우 미세한 기공을 가진 탄소 물질로, 주로 정수기 필터나 흡착제로 사용된다. 유독 물질을 흡착하여 정화하는 데 효과적이다."
284,활성과립효모,,시약준비실,8,1,https://hssci.co.kr/web/product/medium/bz160.jpg,,"활성과립효모는 미생물 배양이나 발효 과정에서 사용되는 활성화된 효모로, 주로 발효식품이나 술 제조에 사용된다."
285,황산,,시약준비실,5,1,https://m.hssci.co.kr/web/product/small/sciencestarshop_1992.JPG,,"황산은 매우 강한 산성 용액으로, 금속 처리, 비료 제조, 화학 실험 등 다양한 산업에서 핵심적으로 사용된다."
286,황산 마그네슘 1수화물,,시약준비실,1,1,https://www.officeahn.co.kr/shopimages/officeahn/mobile/2/177092_represent?1633253979 (없어서 이거랑 밑에 있는 거 둘다 1수화물 7수화물 무시하고 용액 넣음),,"황산 마그네슘 1수화물은 물을 포함한 황산 마그네슘으로, 주로 의약품, 비료, 그리고 화학 실험에 사용된다."
287,황산 마그네슘 7수화믈,,시약준비실,1,1,https://www.officeahn.co.kr/shopimages/officeahn/mobile/2/177092_represent?1633253979,,"황산 마그네슘 7수화물은 흔히 ‘엡솜 소금’으로 알려져 있으며, 완화제나 식물 비료로 사용된다. 물에 잘 녹으며 흡습성이 뛰어나다."
288,황산 마그네슘 무수물,,시약준비실,1,3,https://cafe24.poxo.com/ec01/hssci/w3/z2ScBTTyHtl8+qjMfluaZTu1d5DO9QWsikghlQHa2rj/2Gph8QFTY0GLWfi+T/_/web/product/big/201906/54569eb0bef7acece7cf2263a41e09f8.jpg,,"황산 마그네슘 무수물은 수분이 제거된 상태의 황산 마그네슘으로, 건조제나 화학 반응에서 사용된다."
289,황산 아연 7수화물,,시약준비실,1,1,https://www.officeahn.co.kr/shopimages/officeahn/mobile/6/151686_represent?1633247490,,"황산 아연 7수화물은 백색 결정으로, 주로 미생물 배양이나 비료, 의약품에서 사용된다."
290,황산 제2구리 5수화물,,시약준비실,1,10,https://www.officeahn.co.kr/shopimages/officeahn/mobile/4/151714_represent?1633258676,,"황산 제2구리 5수화물은 흔히 구리 황산염으로 알려져 있으며, 주로 살충제나 살균제로 사용된다."
291,황산 제일철 7수화물,,시약준비실,1,1,https://www.officeahn.co.kr/shopimages/officeahn/mobile/7/111367_represent?1404447439,,"황산 제일철 7수화물은 철 이온을 포함한 수화물로, 주로 화학 실험에서 산화 환원 반응에 사용된다."
292,황산 철 암모늄 6수화물,,시약준비실,1,1,https://thumbnail6.coupangcdn.com/thumbnails/remote/492x492ex/image/vendor_inventory/938c/47093c2317423b2a37e7c921c3286632f5e84d6b35973d36acdfa1d869e7.jpg,,"황산 철 암모늄 6수화물은 주로 비료나 화학 실험에서 사용되며, 염색 과정에서도 중요한 역할을 한다."
293,황산수소나틀륨용액,,시약준비실,2,1,https://officeahn.co.kr/shopimages/officeahn/mobile/1/177091_represent?1633249219,,"황산수소나트륨용액은 약한 산성을 띠며, 주로 화학 실험에서 pH 조절제로 사용된다."
294,황산암모늄용액,,시약준비실,5,1,https://m.hssci.co.kr/web/product/small/sciencestarshop_2011.JPG,,"황산암모늄용액은 주로 비료로 사용되며, 질소 공급원으로 작용하여 식물 성장에 도움을 준다."
295,황산칼슘,,시약준비실,3,1,https://hssci.co.kr/web/product/medium/sciencestarshop_2350.JPG,,"황산칼슘은 주로 건축 자재나 의약품에서 사용되며, 석고로도 잘 알려져 있다. 건조제나 응급처치용 붕대에도 활용된다."
296,효모,,시약준비실,8,1,https://www.officeahn.co.kr/shopimages/officeahn/mobile/9/151789_represent?1547774183,,"효모는 발효 과정에서 중요한 역할을 하며, 빵, 술, 발효식품 등의 제조에 필수적이다. 미생물로서 설탕을 알코올과 이산화탄소로 변환한다."
297,B.C.G solution,,시약준비실,4,1,https://www.officeahn.co.kr/shopimages/officeahn/mobile/3/151023_represent?1547903115,,"B.C.G solution은 브롬크레솔그린을 포함한 용액으로, pH 지시약으로 사용된다. 산성에서 노란색, 염기성에서 파란색으로 변한다."
298,Bacto malt extract,,시약준비실,8,1,https://m.labsup.kr/data/goods/1/2019/02/9776_tmp_9edc1e2052bd3b53a93ff8007cfad42d9325list1.gif,,Bacto malt extract는 주로 미생물 배양에서 영양 공급원으로 사용되는 추출물이다. 효모나 박테리아 배양에 필요한 필수 성분을 제공한다.
299,BTB 용액,,시약준비실,4,1,https://www.officeahn.co.kr/shopimages/officeahn/mobile/6/130776_represent?1547896565,,"BTB 용액은 브로모티몰블루를 포함한 용액으로, pH 지시약으로 사용된다. 산성에서 노란색, 염기성에서 파란색으로 변하는 특성을 지닌다."
300,D-갈락토오즈 용액,,시약준비실,8,2,https://officeahn.co.kr/shopimages/officeahn/mobile/4/70264_represent?1547901212,,"D-갈락토오즈 용액은 단당류인 갈락토오즈를 포함한 용액으로, 주로 생화학 실험에서 사용된다. 특히 세포 내 대사 과정을 연구할 때 활용된다."
301,D-만니톨,,시약준비실,7,1,https://officeahn.co.kr/shopimages/officeahn/mobile/6/126016_represent?1428156197,,"D-만니톨은 단당류로, 주로 의약품, 식품 첨가물로 사용되며, 삼투 성질을 이용한 실험에서도 자주 쓰인다."
302,EDTA-2NA dihydrate,,시약준비실,7,1,https://officeahn.co.kr/shopimages/officeahn/mobile/0/112390_represent?1409320941,,"EDTA-2NA dihydrate는 금속 이온을 킬레이트하여 제거하는 용도로 사용되며, 주로 화학 실험에서 킬레이트 시약으로 사용된다."
303,L-아스코빈산,,시약준비실,5,6,https://officeahn.co.kr/shopimages/officeahn/mobile/0/113000_represent?1412152298,,"L-아스코빈산은 비타민 C로 알려져 있으며, 항산화제로 작용하며 주로 건강 보조제나 화장품에서 사용된다."
304,LB agar high salt,,시약준비실,8,2,https://www.sigmaaldrich.com/deepweb/assets/sigmaaldrich/product/images/279/277/0b2c21ab-b985-4eec-af57-b6be26334d89/640/0b2c21ab-b985-4eec-af57-b6be26334d89.jpg,,"LB agar high salt는 미생물 배양에 사용되는 고농도의 소금이 포함된 한천 배지로, 세균의 선택적 배양에 사용된다."
305,LB-Broth,,시약준비실,8,3,https://www.sigmaaldrich.com/deepweb/assets/sigmaaldrich/product/images/414/427/bda3be88-6777-49c2-91a2-c08e372018bc/640/bda3be88-6777-49c2-91a2-c08e372018bc.jpg,,"LB-Broth는 미생물 배양에 사용되는 액체 배지로, 박테리아 성장을 촉진하는 필수 영양소가 포함되어 있다."
306,M3148,,시약준비실,7,1,https://ideacdn.net/shop/cr/66/myassets/products/590/2-mercaptoethanol.png?revision=1708209401,,"M3148은 특정 화학 물질이나 혼합물로, 주로 생화학 실험에서 사용되며, 세포 배양이나 단백질 분석에 도움을 준다."
307,Ph sensor storage solutioun,,시약준비실,6,1,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRNBCqUEduPDom2daVQmcwUdh7N5cWmFbgKMw&s,,"pH sensor storage solution은 pH 센서를 보관할 때 사용하는 용액으로, 센서의 정확한 기능을 유지하기 위해 사용된다."
308,PTC 용액,,시약준비실,6,1,https://officeahn.co.kr/shopimages/officeahn/mobile/2/130732_represent?1548021091,,"PTC 용액은 특정 화합물을 포함한 용액으로, 주로 유전학 실험에서 사용된다. 특히 유전적 미각 반응을 연구할 때 이용된다."
309,Three step stain set,,시약준비실,4,1,https://www.henryschein.com/Products/1082773_US_Front_01_600x600.jpg,,"Three step stain set은 세포 염색에 사용하는 세 가지 시약 세트로, 주로 세포 구조를 명확하게 구분하는 데 사용된다."
310,Tryptone soya broth,,시약준비실,8,1,https://www.sigmaaldrich.com/content/dam/sigma-aldrich/product0/182/tryptone-soya-broth-without-dextrose_t3938-500g_0069433_btl.tif/_jcr_content/renditions/tryptone-soya-broth-without-dextrose_t3938-500g_0069433_btl-large.jpg,,"Tryptone soya broth는 미생물 배양에 사용되는 액체 배지로, 박테리아 성장을 위한 필수 영양소가 포함되어 있다."
311,ph 측정기,3,여기는 도대체 출처가 어딘가요,,,주연이가하지말래,,용액의 산성도나 알칼리성을 측정하는 장치이다.
312,3치원가속도센서,4,,,,,,물체의 가속도와 방향을 3차원으로 측정하는 센서이다.
313,Logger pro3,4,,,,,,"실험 데이터를 수집하고 분석하는 소프트웨어로, 다양한 센서와 호환된다."
314,Par sensor,4,,,,,,식물의 광합성에 영향을 미치는 유효한 빛을 측정하는 센서이다.
315,TLC판(박층 크로마토 그래피 플레이트),3,,,,,,화합물을 분리하고 분석하기 위한 평면 크로마토그래피 장치이다.
316,UV 멸균기,3,,,,,,자외선을 이용해 표면이나 공기 중의 세균을 제거하는 장치이다.
317,거즈,3,,,,,,실험에서 액체를 걸러내거나 감싸는 데 사용하는 천이나 필터이다.
318,교반기,1,,,,,,액체를 혼합하거나 교반하는 데 사용하는 기계적 장치이다.
319,기체압력센서,4,,,,,,기체의 압력을 측정하는 데 사용되는 센서이다.
320,당도계,3,,,,,,"액체의 당도, 즉 설탕 농도를 측정하는 장치이다."
321,동작 탐지기,4,,,,,,"움직임을 감지하는 장치로, 보안 시스템이나 자동화에 사용된다."
322,랩,2,,,,,,실험을 수행하는 공간이나 환경을 의미한다.
323,마그네틱바,2,,,,,,자석으로 되어 있어 교반기에서 액체를 혼합하는 데 사용된다.
324,마이크로피펫,3,,,,,,소량의 액체를 정확하게 측정하고 옮기는 데 사용하는 도구이다.
325,멸균주사바늘,3,,,,,,"멸균된 상태에서 사용하는 주사바늘로, 의료 및 실험에 사용된다."
326,미세먼지 측정기,3,,,,,,공기 중의 미세먼지 농도를 측정하는 장치이다.
327,믹서기,2,,,,,,재료를 혼합하거나 갈아내는 전자기기이다.
328,봉합실험용 인공피부,3,,,,,,봉합 실험을 위한 인체 피부를 모사한 물질이다.
329,산도측정지,3,,,,,,"용액의 산성도를 측정하는 지표로, 색상 변화로 결과를 나타낸다."
330,산소가스 센서,4,,,,,,산소 농도를 측정하는 센서이다.
331,삼발이,1,,,,,,실험 기구를 고정하기 위해 사용하는 지지대이다.
332,스테인리스온도센서,4,,,,,,높은 온도에서 신뢰성 있게 온도를 측정하는 센서이다.
333,스포이드 10ml,2,,,,,,10ml 용량의 액체를 흡입하고 방출하는 도구이다.
334,스포이드 3ml,2,,,,,,3ml 용량의 액체를 흡입하고 방출하는 도구이다.
335,스포이드 5ml,2,,,,,,5ml 용량의 액체를 흡입하고 방출하는 도구이다.
336,시린지 주사기,2,,,,,,액체를 흡입하고 주입하는 데 사용하는 도구이다.
337,시약병,1,,,,,,화학 시약을 보관하는 용기이다.
338,식품온도계,2,,,,,,식품의 온도를 측정하는 장치이다.
339,신성거즈,3,,,,,,세균 및 미세한 입자를 걸러내는 데 사용되는 거즈이다.
340,아스피레타,3,,,,,,액체를 빨아들이거나 방출하는 데 사용하는 도구이다.
341,알코올램프,1,,,,,,알코올을 연료로 사용하여 열을 발생시키는 장치이다.
342,약수저,2,,,,,,액체를 측정하거나 옮기는 데 사용되는 작은 숟가락이다.
343,여과지,2,,,,,,액체를 걸러내는 데 사용하는 종이나 필터이다.
344,오토클레이브용 내열장갑,1,,,,,,오토클레이브에서 고온의 장비를 다룰 때 사용하는 방열 장갑이다.
345,유리막대,2,,,,,,실험에서 혼합이나 교반에 사용하는 유리로 된 막대이다.
346,유리모세관,3,,,,,,액체의 이동이나 샘플링에 사용되는 얇은 유리관이다.
347,이온 선택 전극,4,,,,,,특정 이온의 농도를 측정하기 위해 설계된 전극이다.
348,일회용 주사기,3,,,,,,"사용 후 폐기할 수 있는 주사기로, 의료 및 실험에 사용된다."
349,자기장센서,4,,,,,,자기장의 세기 및 방향을 측정하는 센서이다.
350,자외선 센서,4,,,,,,자외선의 강도를 측정하는 장치이다.
351,적외선 온도계,4,,,,,,물체의 표면 온도를 비접촉식으로 측정하는 장치이다.
352,전도도 센서,4,,,,,,용액의 전기 전도도를 측정하는 센서이다.
353,전자저울,2,,,,,,물체의 무게를 정밀하게 측정하는 장치이다.
354,점화기,1,,,,,,불을 붙이는 데 사용하는 장치이다.
355,조도센서,4,,,,,,주변의 빛의 세기를 측정하는 센서이다.
356,종이크로마토그래피,3,,,,,,특정 물질을 분리하고 분석하기 위한 크로마토그래피 방법이다.
357,지퍼백,2,,,,,,내용물을 밀봉하여 보관할 수 있는 비닐 봉투이다.
358,초음파겔,2,,,,,,초음파 검사 시 피부와 기계 사이의 접촉을 돕는 젤이다.
359,초음파세척기,2,,,,,,초음파를 이용해 물체의 표면을 세척하는 장치이다.
360,치아모형,3,,,,,,치과 교육 및 연구를 위한 인체 치아의 모형이다.
361,카스 염도계,3,,,,,,"액체의 염도, 즉 소금 농도를 측정하는 장치이다."
362,캡슐 충진기,4,,,,,,약물을 캡슐에 충진하는 데 사용하는 장비이다.
363,크로마토그래피용 석영 모래,3,,,,,,크로마토그래피에서 분리 매체로 사용되는 고순도의 모래이다.
364,크로마토그래피용 유리모세관,3,,,,,,크로마토그래피에서 샘플을 이동시키는 데 사용되는 유리 모세관이다.
365,클램프,1,,,,,,실험 기구를 고정하거나 지지하는 도구이다.
366,탈지면,3,,,,,,기름이나 불순물을 제거하는 데 사용하는 면이다.
367,토양 PH 측정기,3,,,,,,토양의 산성도 또는 알칼리성을 측정하는 장치이다.
368,파라필름,2,,,,,,실험실에서 샘플을 밀봉하거나 보호하는 데 사용하는 필름이다.
369,풍속센서,4,,,,,,바람의 속도를 측정하는 장치이다.
370,피부용 스태플,3,,,,,,"피부를 봉합하는 데 사용되는 의료용 스태플러로, 상처를 빠르고 안전하게 닫는 데 도움을 준다."
371,피펫팁,3,,,,,,액체를 정확하게 흡입하고 분주하기 위해 피펫 끝에 장착되는 도구이다.
372,핀셋,2,,,,,,작은 물체를 집거나 조작하는 데 사용되는 정밀한 도구이다.
373,핫플레이트,1,,,,,,실험실에서 액체를 가열하는 데 사용되는 평평한 전기 히터다.
374,해수용 인측정기,3,,,,,,"해수의 다양한 물리적, 화학적 특성을 측정하는 기기이다."
375,해수용 질소측정기,3,,,,,,해수 내 질소 농도를 측정하여 수질 분석에 활용되는 장비이다.
376,호일,2,,,,,,실험에서 샘플을 덮거나 보호하는 데 사용되는 얇은 금속 시트이다.
377,혼탁도 측정센서,4,,,,,,액체의 혼탁도를 측정하여 물리적 특성을 평가하는 센서이다.
378,환경측정기,4,,,,,,"대기, 수질, 토양 등 환경 요소를 측정하는 다양한 센서를 포함하는 기기이다."
379,회전증발농축기 유리기구,4,,,,,,용액을 가열하여 용매를 증발시키고 농축하는 데 사용되는 유리 장비이다.
380,벤치탑미터,,,,,,,다양한 물리적 및 화학적 매개변수를 측정하는 실험실용 기기이다.
381,탁상용원심분리기,,,,,,,샘플을 원심력으로 분리하여 성분을 분리하는 데 사용되는 기계이다.
382,전기식 아스피레이터,,,,,,,진공을 생성하여 액체를 흡입하는 데 사용되는 전기 장치이다.
383,회전식 농축기,,,,,,,용액을 회전시켜 용매를 제거하고 농축하는 장비이다.
384,미생분광 광도계,,,,,,,미생물의 농도를 측정하기 위해 빛의 흡수도를 분석하는 기기이다.
385,멀티쉐이커,,,,,,,여러 개의 샘플을 동시에 흔들어 혼합하는 데 사용되는 장비이다.
386,정속제어교반응,,,,,,,액체를 일정한 속도로 교반하여 혼합하는 데 사용되는 장치이다
387,labquest,,,,,,,다양한 실험 데이터를 수집하고 분석하는 데 사용되는 포터블 데이터 수집 장치이다.
388,오토클레이브,,,,,,,"고온과 고압을 이용해 멸균하는 장비로, 실험실에서 세균 및 바이러스를 제거하는 데 사용된다."
389,세균배양기,,,,,,,세균이나 미생물을 배양하기 위해 온도와 습도를 조절하는 장비이다.
390,용광로,,,,,,,고온에서 금속이나 기타 물질을 녹이는 데 사용되는 장비이다.
391,항온 순환 수조,,,,,,,"일정한 온도를 유지하며 샘플을 담아 두는 수조로, 실험의 온도 조건을 일정하게 유지하는 데 사용된다."
392,표본,,생명과학실,20,7,,https://www.youtube.com/watch?v=hAoAmWQIo6c,"연구나 관찰을 위해 준비된 생물체의 일부 또는 전체를 의미하며, 생물학, 화학, 지질학 등 다양한 분야에서 사용됩니다."
393,렌즈 와이프,,생명과학실,1,6,,,"렌즈를 청소하는 데 사용하는 도구로, 먼지나 지문 등을 제거하여 선명한 이미지를 얻기 위해 사용됩니다."
394,변압기,,생명과학실,3,6,,https://www.youtube.com/watch?v=-vjv7lI7UVE,"전압을 변환하는 전기 장치로, 교류 전압을 높이거나 낮추는 데 사용되며, 전력 전송 및 분배 시스템에서 중요한 역할을 합니다."
395,전기영동기,,생명과학실,5,6,,https://www.youtube.com/watch?v=anwLvwb655s,"전기장을 이용해 입자를 이동시키는 장치로, 주로 생화학 실험에서 DNA, 단백질 등을 분리하고 분석하는 데 사용됩니다."
396,현미경,,생명과학실,16,"2,3,4,5",,https://www.youtube.com/watch?v=fTaj94J81S0,"물체를 확대하여 관찰할 수 있게 해주는 장치로, 생물학적 샘플이나 미세 구조를 연구하는 데 필수적입니다."
397,발효관,,생명과학실,35,2,,https://www.youtube.com/watch?v=hC2XtpSLnqo,"미생물의 발효 과정을 관찰하고 실험하기 위해 사용하는 용기으로, 일반적으로 유리로 만들어져 있으며, 발효 과정의 결과물을 수집하는 데 사용됩니다."
398,페트리 접시,,생명과학실,15,1,,https://www.youtube.com/watch?v=9z_KyF4qBow,"세균 배양이나 화학 실험에 사용하는 평평한 원형 용기로, 일반적으로 유리나 플라스틱으로 만들어지며, 배양 매체를 담아 미생물을 기르는 데 사용됩니다."
399,박보성 바보,,,,,https://w7.pngwing.com/pngs/520/690/png-transparent-red-among-us-cartoons-among-us.png,https://www.youtube.com/watch?v=dQw4w9WgXcQ,"
NARRATOR:
(Black screen with text; The sound of buzzing bees can be heard)
According to all known laws
of aviation,
 :
there is no way a bee
should be able to fly.
 :
Its wings are too small to get
its fat little body off the ground.
 :
The bee, of course, flies anyway
 :
because bees don't care
what humans think is impossible.
BARRY BENSON:
(Barry is picking out a shirt)
Yellow, black. Yellow, black.
Yellow, black. Yellow, black.
 :
Ooh, black and yellow!
Let's shake it up a little.
JANET BENSON:
Barry! Breakfast is ready!
BARRY:
Coming!
 :
Hang on a second.
(Barry uses his antenna like a phone)
 :
Hello?
ADAM FLAYMAN:

(Through phone)
- Barry?
BARRY:
- Adam?
ADAM:
- Can you believe this is happening?
BARRY:
- I can't. I'll pick you up.
(Barry flies down the stairs)
 :
MARTIN BENSON:
Looking sharp.
JANET:
Use the stairs. Your father
paid good money for those.
BARRY:
Sorry. I'm excited.
MARTIN:
Here's the graduate.
We're very proud of you, son.
 :
A perfect report card, all B's.
JANET:
Very proud.
(Rubs Barry's hair)
BARRY=
Ma! I got a thing going here.
JANET:
- You got lint on your fuzz.
BARRY:
- Ow! That's me!

JANET:
- Wave to us! We'll be in row 118,000.
- Bye!
(Barry flies out the door)
JANET:
Barry, I told you,
stop flying in the house!
(Barry drives through the hive,and is waved at by Adam who is reading a
newspaper)
BARRY==
- Hey, Adam.
ADAM:
- Hey, Barry.
(Adam gets in Barry's car)
 :
- Is that fuzz gel?
BARRY:
- A little. Special day, graduation.
ADAM:
Never thought I'd make it.
(Barry pulls away from the house and continues driving)
BARRY:
Three days grade school,
three days high school...
ADAM:
Those were awkward.
BARRY:
Three days college. I'm glad I took
a day and hitchhiked around the hive.
ADAM==
You did come back different.
(Barry and Adam pass by Artie, who is jogging)
ARTIE:
- Hi, Barry!

BARRY:
- Artie, growing a mustache? Looks good.
ADAM:
- Hear about Frankie?
BARRY:
- Yeah.
ADAM==
- You going to the funeral?
BARRY:
- No, I'm not going to his funeral.
 :
Everybody knows,
sting someone, you die.
 :
Don't waste it on a squirrel.
Such a hothead.
ADAM:
I guess he could have
just gotten out of the way.
(The car does a barrel roll on the loop-shaped bridge and lands on the
highway)
 :
I love this incorporating
an amusement park into our regular day.
BARRY:
I guess that's why they say we don't need vacations.
(Barry parallel parks the car and together they fly over the graduating
students)
Boy, quite a bit of pomp...
under the circumstances.
(Barry and Adam sit down and put on their hats)
 :
- Well, Adam, today we are men.

ADAM:
- We are!
BARRY=
- Bee-men.
=ADAM=
- Amen!
BARRY AND ADAM:
Hallelujah!
(Barry and Adam both have a happy spasm)
ANNOUNCER:
Students, faculty, distinguished bees,
 :
please welcome Dean Buzzwell.
DEAN BUZZWELL:
Welcome, New Hive Oity
graduating class of...
 :
...9:
 :
That concludes our ceremonies.
 :
And begins your career
at Honex Industries!
ADAM:
Will we pick our job today?
(Adam and Barry get into a tour bus)
BARRY=
I heard it's just orientation.
(Tour buses rise out of the ground and the students are automatically
loaded into the buses)
TOUR GUIDE:
Heads up! Here we go.

ANNOUNCER:
Keep your hands and antennas
inside the tram at all times.
BARRY:
- Wonder what it'll be like?
ADAM:
- A little scary.
TOUR GUIDE==
Welcome to Honex,
a division of Honesco
 :
and a part of the Hexagon Group.
Barry:
This is it!
BARRY AND ADAM:
Wow.
BARRY:
Wow.
(The bus drives down a road an on either side are the Bee's massive
complicated Honey-making machines)
TOUR GUIDE:
We know that you, as a bee,
have worked your whole life
 :
to get to the point where you
can work for your whole life.
 :
Honey begins when our valiant Pollen
Jocks bring the nectar to the hive.
 :
Our top-secret formula
 :
is automatically color-corrected,

scent-adjusted and bubble-contoured
 :
into this soothing sweet syrup
 :
with its distinctive
golden glow you know as...
EVERYONE ON BUS:
Honey!
(The guide has been collecting honey into a bottle and she throws it into
the crowd on the bus and it is caught by a girl in the back)
ADAM:
- That girl was hot.
BARRY:
- She's my cousin!
ADAM==
- She is?
BARRY:
- Yes, we're all cousins.
ADAM:
- Right. You're right.
TOUR GUIDE:
- At Honex, we constantly strive
 :
to improve every aspect
of bee existence.
 :
These bees are stress-testing
a new helmet technology.
(The bus passes by a Bee wearing a helmet who is being smashed into the
ground with fly-swatters, newspapers and boots. He lifts a thumbs up but
you can hear him groan)
 :
ADAM==

- What do you think he makes?
BARRY:
- Not enough.
TOUR GUIDE:
Here we have our latest advancement,
the Krelman.
(They pass by a turning wheel with Bees standing on pegs, who are each
wearing a finger-shaped hat)
Barry:
- Wow, What does that do?
TOUR GUIDE:
- Catches that little strand of honey
 :
that hangs after you pour it.
Saves us millions.
ADAM:
(Intrigued)
Can anyone work on the Krelman?
TOUR GUIDE:
Of course. Most bee jobs are
s"
400,김주하 바보,,,,,https://i.pinimg.com/736x/56/b4/14/56b414bfbf37aa0cd309a8705e1b98c1.jpg,https://youtu.be/AKHbAxvAXLU?feature=shared,₍ᐢ.ˬ.ᐢ₎
401,한재이 바보,,,,,https://mblogthumb-phinf.pstatic.net/MjAxODA0MjVfMjAy/MDAxNTI0NjM5NTE2OTU1.GrypAwfDXzmxDR7Xr5KoBXxZkJdN6vxoI8GMTvdj78Ig.gUyBHvCX_q-oOf4gTpc9Y5yo3XnyqWEtVFo4X1mfbNIg.JPEG.gleamhs0310/resource-30.jpg?type=w800,https://www.youtube.com/watch?v=wZnSbUApEac,졸려요 집에 보내주세요.
402,정주현 바보,,,,,https://i.pinimg.com/564x/ec/62/cd/ec62cd6b8462f5b4e3480f6708249e19.jpg,https://www.youtube.com/watch?v=0XK26uFT1vk,엄청난 친구들 가운데 조그만 바지사장
403,전윤우 바보,,,,,https://cdn-images-3.listennotes.com/podcasts/ncs-songs/ncs-moonlight-SAb5JFixNTV-wfuM7mX1jSH.1400x1400.jpg,https://www.youtube.com/watch?v=Z8FT67j2iiE,물체의 운동에너지의 최댓값
